project,_col1,usd_volume
klay_swap,2025-01-13 00:00:00.000 UTC,4.515697139754803e+06
spartadex,2024-11-25 00:00:00.000 UTC,74313.94227292287
mauve,2024-04-01 00:00:00.000 UTC,15771.999007224811
velodrome,2024-08-05 00:00:00.000 UTC,3.186219516002272e+08
oku,2024-10-14 00:00:00.000 UTC,1.3764445744125918e+07
flashliquidity,2025-01-06 00:00:00.000 UTC,140.19869737344192
horizondex,2024-04-29 00:00:00.000 UTC,43119.264289536964
throne_exchange,2024-08-05 00:00:00.000 UTC,56.396651429084116
camelot,2024-04-15 00:00:00.000 UTC,5.809792930661681e+08
akronswap,2024-11-04 00:00:00.000 UTC,1091.7545023990554
scrollswap,2024-04-08 00:00:00.000 UTC,32304.88655183602
solidlizard,2024-06-03 00:00:00.000 UTC,7802.009050363612
arbswap,2024-05-20 00:00:00.000 UTC,66910.23282727916
blazeswap,2025-02-03 00:00:00.000 UTC,541.6630403954007
auragi,2024-05-13 00:00:00.000 UTC,686.4232189505472
elk_finance,2024-05-13 00:00:00.000 UTC,50673.38555136086
zebra,2024-05-27 00:00:00.000 UTC,4.682527199211207e+06
swaap,2024-10-28 00:00:00.000 UTC,8.910357776926616e+07
uniswap,2024-04-15 00:00:00.000 UTC,1.7797942585241035e+10
openocean,2024-09-30 00:00:00.000 UTC,2.918843729291168e+07
openocean,2024-07-01 00:00:00.000 UTC,4.463792386972051e+06
thruster,2025-01-27 00:00:00.000 UTC,1.1784029945677109e+08
balancer,2024-06-24 00:00:00.000 UTC,8.734574367712169e+08
verse_dex,2024-09-23 00:00:00.000 UTC,160590.2874828852
auragi,2024-03-11 00:00:00.000 UTC,1654.5445420267397
synthetix,2024-09-16 00:00:00.000 UTC,230832.0772250145
tropicalswap,2024-12-02 00:00:00.000 UTC,53.160250080707996
honeyswap,2024-12-23 00:00:00.000 UTC,156123.7318778184
vesync,2024-04-01 00:00:00.000 UTC,798254.0522117965
spiritswap,2025-01-20 00:00:00.000 UTC,1.177464299484595e+06
merchant_moe,2024-12-23 00:00:00.000 UTC,786627.1686752939
swapbased,2024-05-13 00:00:00.000 UTC,533237.9052630722
blazeswap,2024-11-04 00:00:00.000 UTC,2405.545935010684
blasterswap,2024-04-29 00:00:00.000 UTC,2.0856379894878205e+07
oasisswap,2025-01-13 00:00:00.000 UTC,2434.060990656158
arbswap,2024-12-23 00:00:00.000 UTC,10131.606196597064
jelly_swap,2024-12-23 00:00:00.000 UTC,9.017048980508015e+06
zipswap,2024-12-02 00:00:00.000 UTC,16818.261721606952
derpdex,2024-09-02 00:00:00.000 UTC,5889.735560787494
xei_finance,2024-07-22 00:00:00.000 UTC,3.5492361116352607e+06
wagmi,2024-04-08 00:00:00.000 UTC,143655.06821574454
wardenswap,2024-04-22 00:00:00.000 UTC,17967.257237668495
defiswap,2025-02-03 00:00:00.000 UTC,895243.5219268901
fenix,2024-11-11 00:00:00.000 UTC,22380.966063406657
blasterswap,2024-02-26 00:00:00.000 UTC,1.5579073484974003e+06
ellipsis_finance,2024-05-13 00:00:00.000 UTC,165253.00110725124
shibaswap,2024-12-23 00:00:00.000 UTC,1.2967389826327065e+07
spartacus_exchange,2024-06-17 00:00:00.000 UTC,125.19353097679196
sushiswap,2024-09-30 00:00:00.000 UTC,1.4881692707067734e+08
gmx,2024-04-01 00:00:00.000 UTC,1.7418156724734887e+07
balancer,2024-08-26 00:00:00.000 UTC,4.2116489195267665e+08
spartadex,2024-09-30 00:00:00.000 UTC,18557.672425226017
solidly,2024-08-26 00:00:00.000 UTC,4.847137948997072e+07
syncswap,2024-09-09 00:00:00.000 UTC,9.72588421929705e+06
uniswap,2024-07-08 00:00:00.000 UTC,1.2061829725753675e+10
smardex,2024-07-01 00:00:00.000 UTC,274363.82009629975
mummy_finance,2024-03-04 00:00:00.000 UTC,1.1345895038624392e+06
echodex,2024-08-26 00:00:00.000 UTC,9844.160863512852
leetswap,2025-02-03 00:00:00.000 UTC,16.68609727680331
stablebase,2024-06-17 00:00:00.000 UTC,267.7645580843389
0x-API,2024-03-18 00:00:00.000 UTC,2.5798816343053406e+08
smardex,2025-02-03 00:00:00.000 UTC,106932.35381380936
integral,2024-09-09 00:00:00.000 UTC,3.409832550135614e+07
iziswap,2024-07-29 00:00:00.000 UTC,1.9574119398090616e+07
camelot,2024-07-08 00:00:00.000 UTC,1.055814511414225e+09
babyswap,2024-11-25 00:00:00.000 UTC,7.204983176697058e+06
auragi,2024-06-17 00:00:00.000 UTC,935.9717693982025
swapr,2024-04-22 00:00:00.000 UTC,70.99646760821364
beethoven_x,2024-08-26 00:00:00.000 UTC,6.794893039775754e+06
swapbased,2024-11-25 00:00:00.000 UTC,8.992933465110468e+06
scrollswap,2024-12-09 00:00:00.000 UTC,1443.5536759727802
blazeswap,2024-12-30 00:00:00.000 UTC,342.0177357253961
bancor,2024-07-15 00:00:00.000 UTC,6.562539797844752e+06
carbon_defi,2024-08-19 00:00:00.000 UTC,1.3302868273101305e+06
fusionx,2024-12-02 00:00:00.000 UTC,4.435331532256561e+06
aerodrome,2024-07-22 00:00:00.000 UTC,1.9512752640664303e+09
stablebase,2024-04-15 00:00:00.000 UTC,26256.66274011298
katana,2025-01-06 00:00:00.000 UTC,4.163294412514285e+07
jelly_swap,2024-06-24 00:00:00.000 UTC,900161.7798269753
tropicalswap,2025-01-13 00:00:00.000 UTC,19.94020022499
verse_dex,2024-08-19 00:00:00.000 UTC,194316.6716519485
klay_swap,2024-07-29 00:00:00.000 UTC,4.574065992965334e+06
sparkdex,2024-11-25 00:00:00.000 UTC,1.2549487702410743e+07
airswap,2024-02-12 00:00:00.000 UTC,4.989699723709628e+06
solidly,2024-10-14 00:00:00.000 UTC,3.10536526537856e+07
wombatexchange,2025-02-03 00:00:00.000 UTC,5066.3615949267005
sharkyswap,2024-09-02 00:00:00.000 UTC,271.3305374870157
neopin,2024-07-15 00:00:00.000 UTC,225660.19621658212
blazeswap,2024-07-29 00:00:00.000 UTC,2.714236690815028
mento,2024-02-19 00:00:00.000 UTC,7.780823892067746e+06
autotronic,2024-09-09 00:00:00.000 UTC,5.172389089918842
camelot,2024-04-01 00:00:00.000 UTC,7.288576202612219e+08
blasterswap,2024-07-29 00:00:00.000 UTC,1.6112455268255575e+06
swapr,2024-06-17 00:00:00.000 UTC,818.1683866782871
sharkswap,2024-09-02 00:00:00.000 UTC,27520.367696200257
throne_exchange,2024-09-16 00:00:00.000 UTC,24.9780951282234
lynex,2024-09-09 00:00:00.000 UTC,6.097051372954912e+07
aerodrome,2024-02-19 00:00:00.000 UTC,3.809192379514306e+07
syncswap,2024-12-09 00:00:00.000 UTC,1.680056378971239e+07
swapblast,2024-04-29 00:00:00.000 UTC,<nil>
solidly,2024-08-12 00:00:00.000 UTC,9.711745474065241e+07
katana,2024-08-05 00:00:00.000 UTC,5.1091676347626165e+07
nuri,2024-05-27 00:00:00.000 UTC,1.0852878864606686e+07
echodex,2024-03-11 00:00:00.000 UTC,81387.70225280192
spartacus_exchange,2024-08-26 00:00:00.000 UTC,144.09179578644915
biswap,2024-04-01 00:00:00.000 UTC,1.948974832545427e+07
aerodrome,2024-10-21 00:00:00.000 UTC,4.371720836682433e+09
oku,2024-12-09 00:00:00.000 UTC,2.548601775343467e+07
apeswap,2024-10-14 00:00:00.000 UTC,4.588454631937151e+06
velocore,2024-04-01 00:00:00.000 UTC,1.014793613774918e+07
dracula_finance,2025-01-06 00:00:00.000 UTC,864.0017891762483
derpdex,2024-05-20 00:00:00.000 UTC,28143.42576829449
integral,2024-05-20 00:00:00.000 UTC,6.4096410858455956e+07
dodo,2024-07-15 00:00:00.000 UTC,9.346438687881546e+08
fluid,2024-12-16 00:00:00.000 UTC,6.385644591276311e+08
quickswap,2024-11-04 00:00:00.000 UTC,3.740191465264771e+08
leetswap,2024-06-24 00:00:00.000 UTC,179.45889018418666
solidlizard,2024-03-11 00:00:00.000 UTC,6238.110391134085
thena,2024-12-23 00:00:00.000 UTC,7.852373275530459e+08
neopin,2024-12-16 00:00:00.000 UTC,187722.76356041862
spiritswap,2024-05-13 00:00:00.000 UTC,1.2897028312595808e+06
zebra,2024-11-11 00:00:00.000 UTC,2.330953528430123e+06
solidlizard,2024-11-18 00:00:00.000 UTC,507.39537715604837
defi_kingdoms,2024-10-07 00:00:00.000 UTC,43793.28443913277
velocimeter,2024-04-15 00:00:00.000 UTC,0.572336861705
silverswap,2025-01-06 00:00:00.000 UTC,3.158515891217341e+06
smardex,2024-07-22 00:00:00.000 UTC,265557.77337273693
oku,2024-08-26 00:00:00.000 UTC,1.6654769966644922e+07
quickswap,2024-03-25 00:00:00.000 UTC,5.08356126847885e+08
carbon_defi,2024-11-04 00:00:00.000 UTC,1.223338450323518e+06
ubeswap,2024-03-04 00:00:00.000 UTC,1.201848904737951e+06
mdex,2024-12-02 00:00:00.000 UTC,4.58525386473026e+06
wombat,2024-05-06 00:00:00.000 UTC,2.7626175213903133e+06
leetswap,2024-10-14 00:00:00.000 UTC,1.7941084314823446
dooar,2024-08-05 00:00:00.000 UTC,1.9352703946875883e+06
spartadex,2024-05-13 00:00:00.000 UTC,100069.8123629644
gravity_finance,2024-11-18 00:00:00.000 UTC,105.48406113020002
zipswap,2024-11-11 00:00:00.000 UTC,17994.22884234486
merchant_moe,2024-03-25 00:00:00.000 UTC,2.40815483694308e+07
moonbase,2024-07-01 00:00:00.000 UTC,34.09076769822545
zyberswap,2024-11-11 00:00:00.000 UTC,3737.6031126407124
zebra,2024-04-01 00:00:00.000 UTC,5.152668918599397e+06
ellipsis_finance,2024-07-01 00:00:00.000 UTC,393165.0557161579
sushiswap,2024-05-13 00:00:00.000 UTC,1.6358891451836696e+08
lynex,2024-02-19 00:00:00.000 UTC,5.694713816299839e+06
fenix,2024-12-09 00:00:00.000 UTC,101675.75882376358
swapblast,2024-09-02 00:00:00.000 UTC,<nil>
kyberswap,2024-04-01 00:00:00.000 UTC,1.7606033255287083e+06
alienbase,2024-04-15 00:00:00.000 UTC,1.098817938536804e+06
wardenswap,2024-08-12 00:00:00.000 UTC,2739.9649506711653
syncswap,2025-01-20 00:00:00.000 UTC,2.1283239754871026e+07
clipper,2024-08-05 00:00:00.000 UTC,2.7820718474189438e+07
woofi,2024-02-26 00:00:00.000 UTC,1.4387422503261882e+08
glacier,2024-09-30 00:00:00.000 UTC,343.22033498601337
sobal,2024-09-02 00:00:00.000 UTC,2.2334159897671477
clipper,2025-01-06 00:00:00.000 UTC,1.325581034377201e+07
0x-API,2024-10-07 00:00:00.000 UTC,9.445501768966118e+07
zkswap_finance,2024-11-11 00:00:00.000 UTC,2.593624473390084e+07
flashliquidity,2024-12-02 00:00:00.000 UTC,144.7387870351983
flashliquidity,2024-04-08 00:00:00.000 UTC,200.54289326840475
wombatexchange,2024-12-16 00:00:00.000 UTC,20972.604804156716
zkswap_finance,2024-03-04 00:00:00.000 UTC,7.029481148270638e+07
wombat_exchange,2024-05-20 00:00:00.000 UTC,408021.40816893295
glacier,2024-12-02 00:00:00.000 UTC,1885.1353522090249
timeswap,2024-02-19 00:00:00.000 UTC,<nil>
katana,2024-12-16 00:00:00.000 UTC,1.3568702670794672e+08
agni,2024-07-22 00:00:00.000 UTC,1.9251749392896983e+08
spacefi,2024-02-19 00:00:00.000 UTC,1.1086369544058938e+07
scrollswap,2024-05-06 00:00:00.000 UTC,32400.96773793746
gemswap,2024-10-21 00:00:00.000 UTC,2474.2756223168526
mummy_finance,2024-09-16 00:00:00.000 UTC,173256.16797926172
wombatexchange,2025-01-13 00:00:00.000 UTC,10350.41019904407
vesync,2025-01-06 00:00:00.000 UTC,7836.8652165898775
sterling_finance,2024-04-08 00:00:00.000 UTC,200.99213535234398
blasterswap,2024-03-18 00:00:00.000 UTC,9.68707791339395e+06
dracula_finance,2024-06-17 00:00:00.000 UTC,4786.89345643013
uniswap,2024-04-29 00:00:00.000 UTC,1.5014647827728376e+10
pancakeswap,2024-03-25 00:00:00.000 UTC,1.0924900015743454e+10
camelot,2024-10-28 00:00:00.000 UTC,8.053166863952854e+08
velodrome,2024-07-01 00:00:00.000 UTC,2.792872186016807e+08
derpdex,2024-12-02 00:00:00.000 UTC,3302.898706987972
maverick,2024-09-02 00:00:00.000 UTC,1.4481367459855318e+08
1inch-LOP,2024-05-06 00:00:00.000 UTC,8.142726214832681e+07
equalizer,2024-04-08 00:00:00.000 UTC,2.455286198932184e+07
sobal,2024-08-19 00:00:00.000 UTC,7.788411493537564
honeyswap,2024-04-08 00:00:00.000 UTC,2.6630232251149793e+06
swapbased,2024-09-30 00:00:00.000 UTC,86312.88883714593
klay_swap,2024-12-09 00:00:00.000 UTC,8.3314209757731855e+06
jelly_swap,2024-08-26 00:00:00.000 UTC,1.9961752525138238e+06
vesync,2024-02-12 00:00:00.000 UTC,756003.6265359342
vesync,2024-02-26 00:00:00.000 UTC,1.3709382123785834e+06
leetswap,2024-07-15 00:00:00.000 UTC,29.90363658938947
aerodrome,2024-06-24 00:00:00.000 UTC,1.144334650154869e+09
dfx,2024-11-18 00:00:00.000 UTC,5752.9095
aerodrome,2024-04-08 00:00:00.000 UTC,4.3733580830539334e+08
enosys,2024-11-11 00:00:00.000 UTC,899678.3756706064
biswap,2024-08-12 00:00:00.000 UTC,6.29382171398612e+06
gravity_finance,2024-12-02 00:00:00.000 UTC,170.71201205990002
alienbase,2024-07-01 00:00:00.000 UTC,1.3154118276809268e+06
solidlizard,2024-02-19 00:00:00.000 UTC,795.9963146023031
swapr,2024-10-14 00:00:00.000 UTC,4.891676084839043
wigoswap,2024-09-02 00:00:00.000 UTC,1.8196076373260565e+07
alienbase,2024-09-16 00:00:00.000 UTC,362079.5493347262
neopin,2024-09-02 00:00:00.000 UTC,126077.13465952758
valantis,2024-12-23 00:00:00.000 UTC,1.5172793722422816e+07
openxswap,2024-09-16 00:00:00.000 UTC,3363.9360489270307
mento,2024-12-02 00:00:00.000 UTC,2.1407005461012107e+08
spookyswap,2024-04-15 00:00:00.000 UTC,4.058413074169172e+07
shibaswap,2024-11-18 00:00:00.000 UTC,2.242305998073744e+07
beethoven_x,2024-06-24 00:00:00.000 UTC,4.980151663874219e+06
swaap,2024-08-19 00:00:00.000 UTC,1.7851289500406183e+07
sushiswap,2025-01-27 00:00:00.000 UTC,2.8138969442503613e+08
lynex,2024-03-04 00:00:00.000 UTC,3.6507715679382086e+07
0x-API,2024-07-08 00:00:00.000 UTC,1.0408842975960286e+08
dackieswap,2024-10-21 00:00:00.000 UTC,78005.4277894542
icecreamswap,2024-10-28 00:00:00.000 UTC,1273.2864357638712
wardenswap,2024-03-11 00:00:00.000 UTC,74002.77905886908
rocketswap,2024-03-04 00:00:00.000 UTC,1.5109231492040078e+06
quickswap,2024-06-24 00:00:00.000 UTC,2.134037481834066e+08
woofi,2024-03-04 00:00:00.000 UTC,5.098269388674487e+07
quickswap,2024-09-09 00:00:00.000 UTC,2.6978957892632246e+08
xei_finance,2024-12-02 00:00:00.000 UTC,513289.2522410905
icecreamswap,2024-12-30 00:00:00.000 UTC,2176.933548635727
echodex,2024-04-15 00:00:00.000 UTC,54908.740548688096
defi_kingdoms,2024-03-11 00:00:00.000 UTC,340446.3268267308
camelot,2025-01-27 00:00:00.000 UTC,8.74950265062493e+08
solidly,2024-12-09 00:00:00.000 UTC,5.1869488189017326e+07
quickswap,2025-02-10 00:00:00.000 UTC,4.488629747120341e+07
dodo,2024-05-06 00:00:00.000 UTC,1.2476036966901333e+09
zipswap,2024-05-13 00:00:00.000 UTC,8207.249976643387
verse_dex,2024-07-15 00:00:00.000 UTC,131541.9503652192
synthetix,2024-10-28 00:00:00.000 UTC,286939.0158741236
camelot,2024-12-30 00:00:00.000 UTC,4.91029419175724e+08
apeswap,2024-11-18 00:00:00.000 UTC,1.6612926086093986e+07
solidly,2024-09-16 00:00:00.000 UTC,3.3854286889751256e+07
integral,2024-07-22 00:00:00.000 UTC,3.811190072921649e+07
defi_kingdoms,2024-08-26 00:00:00.000 UTC,54034.542990531074
katana,2024-04-29 00:00:00.000 UTC,4.4152155537042096e+07
ramses,2024-05-20 00:00:00.000 UTC,4.435183187419199e+08
thena,2025-02-10 00:00:00.000 UTC,1.8483268719817245e+08
dooar,2024-11-11 00:00:00.000 UTC,3.890221895583687e+06
velocore,2024-08-12 00:00:00.000 UTC,12842.32331552501
solidlizard,2024-10-21 00:00:00.000 UTC,700.0274785104423
velocore,2024-05-27 00:00:00.000 UTC,5.63469663579022e+06
scrollswap,2024-11-04 00:00:00.000 UTC,1953.2377295924223
nuri,2024-07-29 00:00:00.000 UTC,7.637375833124943e+07
xei_finance,2024-06-10 00:00:00.000 UTC,10075.372768431924
swaap,2024-03-18 00:00:00.000 UTC,1.2621420921916913e+07
1inch-LOP,2024-12-23 00:00:00.000 UTC,1.4147029764283767e+08
uniswap,2025-01-13 00:00:00.000 UTC,2.6012327668776875e+10
pancakeswap,2024-11-25 00:00:00.000 UTC,8.622470648846754e+09
uniswap,2024-07-29 00:00:00.000 UTC,1.6246903844820837e+10
synthetix,2024-03-11 00:00:00.000 UTC,3.385427467935331e+06
openocean,2024-08-05 00:00:00.000 UTC,3.724364559733464e+07
trader_joe,2024-07-15 00:00:00.000 UTC,7.898932384780426e+08
akronswap,2024-08-19 00:00:00.000 UTC,245.14408571382748
nomiswap,2024-12-16 00:00:00.000 UTC,27329.70127040318
carbon_defi,2024-05-13 00:00:00.000 UTC,71350.09170871056
echodex,2024-04-01 00:00:00.000 UTC,207156.59199190582
horizondex,2024-09-23 00:00:00.000 UTC,4719.990814516077
opx_finance,2024-02-12 00:00:00.000 UTC,52781.9414505438
sharkyswap,2024-10-21 00:00:00.000 UTC,217.40398256162638
mento,2024-07-01 00:00:00.000 UTC,1.3391124624085987e+07
dfyn,2024-09-23 00:00:00.000 UTC,234299.48535312962
trader_joe,2024-04-22 00:00:00.000 UTC,4.4175794473699594e+08
solidly,2024-04-15 00:00:00.000 UTC,7.1785236335029e+07
swapbased,2024-02-12 00:00:00.000 UTC,45250.04544322284
rcpswap,2024-06-17 00:00:00.000 UTC,81797.08303500472
flashliquidity,2025-02-10 00:00:00.000 UTC,31.846634937560257
openocean,2024-11-11 00:00:00.000 UTC,6.661123975891126e+07
zipswap,2024-10-21 00:00:00.000 UTC,4449.38736998455
pharaoh,2024-05-13 00:00:00.000 UTC,1.5290867465488296e+07
neopin,2024-11-25 00:00:00.000 UTC,687358.926645592
dooar,2024-03-04 00:00:00.000 UTC,3.9811983917945498e+06
swapr,2025-01-06 00:00:00.000 UTC,10.085700153628924
openxswap,2024-04-01 00:00:00.000 UTC,6536.4527287457495
jelly_swap,2024-08-12 00:00:00.000 UTC,1.738007432190621e+06
spookyswap,2024-06-17 00:00:00.000 UTC,1.0051199687095268e+07
zyberswap,2025-01-06 00:00:00.000 UTC,4541.848421996431
shibaswap,2024-06-10 00:00:00.000 UTC,5.166912458737773e+06
sharkyswap,2025-01-13 00:00:00.000 UTC,462.1522258508062
dracula_finance,2024-12-02 00:00:00.000 UTC,777.8760570715338
blasterswap,2024-11-25 00:00:00.000 UTC,86187.87156902203
mdex,2024-09-30 00:00:00.000 UTC,4.340199296933562e+06
clipper,2024-11-04 00:00:00.000 UTC,2.7939028057968635e+07
leetswap,2025-01-13 00:00:00.000 UTC,1.311977156299
quickswap,2024-05-27 00:00:00.000 UTC,2.806336485821353e+08
gemswap,2024-02-19 00:00:00.000 UTC,3310.9266892858
ubeswap,2025-01-27 00:00:00.000 UTC,253501.6028283598
iziswap,2024-09-09 00:00:00.000 UTC,1.298137668696669e+07
icecreamswap,2024-05-13 00:00:00.000 UTC,2342.3421941487936
secta,2024-05-20 00:00:00.000 UTC,168314.02110432344
citadelswap,2024-10-21 00:00:00.000 UTC,2828.2545386945817
klay_swap,2024-07-08 00:00:00.000 UTC,3.832679152133521e+06
carbon_defi,2024-07-29 00:00:00.000 UTC,1.2313898891352133e+06
baseswap,2024-11-11 00:00:00.000 UTC,2.1893660595412686e+08
gmx,2025-01-27 00:00:00.000 UTC,6.251768837051224e+06
iziswap,2025-02-10 00:00:00.000 UTC,1.2768764537223822e+06
solidly,2024-04-01 00:00:00.000 UTC,7.458099239473239e+07
sharkswap,2024-07-22 00:00:00.000 UTC,25135.5379282387
kyberswap,2024-03-25 00:00:00.000 UTC,2.6048528647292666e+06
ramses,2024-09-02 00:00:00.000 UTC,2.609025999040435e+08
yaka,2024-11-25 00:00:00.000 UTC,3.7564538478536815e+06
ezkalibur,2024-11-25 00:00:00.000 UTC,7566.530132438426
zyberswap,2024-12-30 00:00:00.000 UTC,2523.3448203745797
enosys,2025-02-10 00:00:00.000 UTC,11135.762054168317
nuri,2024-10-14 00:00:00.000 UTC,8.547827877523595e+07
thruster,2024-12-09 00:00:00.000 UTC,1.2898999944009508e+08
sharkswap,2024-02-19 00:00:00.000 UTC,27306.040284526618
tropicalswap,2024-11-11 00:00:00.000 UTC,76.372895677874
wombat_exchange,2025-01-06 00:00:00.000 UTC,54429.590983854825
soswap,2024-07-01 00:00:00.000 UTC,66988.24249446348
mento,2024-04-08 00:00:00.000 UTC,1.7988162403979056e+07
otsea,2024-04-08 00:00:00.000 UTC,0.005225076535899999
sushiswap,2024-08-12 00:00:00.000 UTC,1.3984966126543936e+08
1inch-LOP,2024-12-16 00:00:00.000 UTC,4.1254895026536363e+08
torus,2025-01-06 00:00:00.000 UTC,5.643527994221341
aerodrome,2024-09-09 00:00:00.000 UTC,1.700617724193405e+09
balancer,2024-02-12 00:00:00.000 UTC,6.880526203632289e+08
iziswap,2024-03-18 00:00:00.000 UTC,6.506138810530006e+07
dragon_swap,2024-12-23 00:00:00.000 UTC,3.3604712123783246e+07
zipswap,2024-08-12 00:00:00.000 UTC,6783.088143959658
0x-API,2024-04-22 00:00:00.000 UTC,1.8354219743635282e+08
infusion,2024-12-23 00:00:00.000 UTC,186441.9039040271
swaap,2024-04-15 00:00:00.000 UTC,9.654742584457252e+06
smardex,2024-12-23 00:00:00.000 UTC,213602.13260249025
synthetix,2024-08-12 00:00:00.000 UTC,377907.85042313015
dackieswap,2024-08-05 00:00:00.000 UTC,482226.9537418296
nuri,2024-02-26 00:00:00.000 UTC,81.01870381120285
wombat_exchange,2024-11-04 00:00:00.000 UTC,6318.4797585728875
velodrome,2024-06-17 00:00:00.000 UTC,2.598959615323369e+08
echodex,2024-07-08 00:00:00.000 UTC,43375.100999122034
