token_pair,one_day_volume,dau_1d,prev_volume_1d,volume_change_1d_pct,seven_day_volume,dau_7d,prev_volume_7d,volume_change_7d_pct,thirty_day_volume,dau_30d,prev_volume_30d,volume_change_30d_pct
69MINUTES-WETH,339025.9317518978,287,256129.629248496,0.3236497969665825,5.973026064769543e+06,1812,0,Infinity,5.973026064769543e+06,1812,0,Infinity
MEVSC-WETH,5.112654953160363e+06,807,860027.0758331703,4.944760457927868,5.9726820289935265e+06,892,0,Infinity,5.9726820289935265e+06,892,0,Infinity
cbBTC-LBTC,1.4043787353266922e+06,23,138316.9276272855,9.153339576129026,5.967327749321946e+06,66,2.4198600091579694e+07,-0.7534019436356413,4.6813085060468614e+07,257,2.4640243665661503e+07,0.8998629110842379
TEL-WETH,1.0004899581800376e+06,325,513714.3251534864,0.9475609481614387,5.963467247115889e+06,1593,6.599469788167458e+06,-0.09637176340921999,2.2934895447071284e+07,3682,1.0603722890107088e+07,1.162909733190855
GBT-_T,3232.8002217094795,14,3.7503319343978595e+06,-0.9991379962418637,5.922328522746812e+06,45,35349.55698454355,166.5361455119883,6.014555509658238e+06,87,17702.332033698123,338.76063143595667
aEthWBTC-_T,5.770476963246884e+06,11,0,Infinity,5.770476963246884e+06,11,9.70198463265784e+06,-0.40522715900591233,1.5472461595904728e+07,14,0,Infinity
WETH-WOLF,1.1239732075997551e+06,290,536330.7570078494,1.0956717341185513,5.633812620668381e+06,1086,1.5701388638873857e+07,-0.6411901679371174,4.649254279212039e+07,4084,4.559395046871177e+07,0.01970858664737256
pxETH-stETH,1.0501034210254871e+06,6,228422.51468321664,3.597197533184515,5.596941355494367e+06,33,3.432973481636276e+07,-0.8369652027481824,5.9696665734321475e+07,109,1.0744492833296787e+07,4.556024529080024
lvl_-_C,1.7570629530120401e+06,80,676476.4519240815,1.5973748945945996,5.548885833090867e+06,287,3.049533950200142e+06,0.8195848689360195,1.1631906292555198e+07,717,3.456340792132916e+06,2.3653817699432125
RNDR-WETH,785216.4868821308,172,720600.4165059646,0.08966976551231484,5.540649101147763e+06,821,9.789525653504577e+06,-0.4340227200728308,4.008315140686694e+07,3997,3.551699604474708e+07,0.12856254386961843
OHM-s_S,113397.22788962454,14,635216.7655185297,-0.8214826275923968,5.522776605975287e+06,55,2.917384859603514e+06,0.8930572659261204,1.4741652466812612e+07,112,4311.05006357522,3418.503891028149
Pin-WETH,1.1313607201469324e+06,470,471494.97955355747,1.39951806320012,5.445314256744713e+06,2258,7.70247850274758e+06,-0.2930438877820569,3.064574123966413e+07,7653,3.2661799566474512e+07,-0.06172526785326771
cbBTC-WETH,687055.2108455992,151,374080.10463385604,0.8366526375896908,5.438936895090694e+06,634,7.829447800108201e+06,-0.3053230529213658,3.427628718128963e+07,2293,4.178447894264548e+07,-0.1796885339090097
$PAAL-WETH,1.122811463860723e+06,377,651945.836745411,0.7222465434642968,5.42001736432806e+06,1627,1.079042420435263e+07,-0.4977011782222853,4.564565788230541e+07,7702,4.74059318796709e+07,-0.03713193534162648
USUAL-WETH,529222.1127036619,231,533134.365366452,-0.007338211372101331,5.350300425744147e+06,786,7.957459526322787e+06,-0.3276371173430814,4.159160346865124e+07,3250,2.5643557283353126e+08,-0.8378087602703584
frxETH-WETH,516984.2263782446,31,550504.7644794083,-0.06089055038944633,5.297831044840977e+06,109,1.5504499981579471e+07,-0.6583036504798475,4.457600898641876e+07,260,7.608031391170251e+07,-0.4140927305038081
GME-WETH,1.724842260219758e+06,423,1.0267717416501361e+06,0.6798692350529097,5.262223463400747e+06,1186,6.585263163549549e+06,-0.20090916145493345,3.571288608272864e+07,3829,4.004678871960396e+07,-0.10822097789713071
CRV-crv_,872343.7947735525,60,770224.3300061908,0.1325840547864034,5.258115170042607e+06,174,7.004556447004107e+06,-0.24932931730580368,2.439665444096938e+07,453,2.5039750681362566e+07,-0.025683012925198555
pepecoin-WETH,490465.3559024571,204,668293.5970217661,-0.26609298953603056,5.182647273336542e+06,881,6.459897686814963e+06,-0.19771991375116751,2.8429311870653376e+07,3046,4.1690436732775584e+07,-0.31808553475038964
HarryBōlz-WETH,5.145871063709825e+06,416,0,Infinity,5.145871063709825e+06,416,0,Infinity,5.145871063709825e+06,416,0,Infinity
TRX-WETH,19832.27546201881,46,893.3541738618328,21.199790455208745,5.133512939364128e+06,543,1.3134093980225433e+08,-0.9609146017449465,5.493317676459465e+08,3005,4.6342306043323636e+08,0.1853785763971206
APU-WETH,570964.5335790252,297,886300.6849240906,-0.3557891319604172,5.116949366642491e+06,1315,1.220859185749312e+07,-0.5808730911499902,5.265852129101441e+07,5913,5.69511111520083e+07,-0.07537324161308342
SWFTC-_T,624675.1141566528,238,474512.7225779005,0.31645598618085574,5.0474274331057165e+06,1057,1.5362650167111829e+07,-0.6714481304852475,2.5003890477347173e+07,3213,0,Infinity
_C-VIRTUAL,27470.777200476652,23,4939.295808388349,4.561678884229479,5.024612299640681e+06,91,142664.6878577725,34.21973359413155,7.987193382300539e+06,1303,6.331823287944019e+06,0.2614365592780194
KEKIUS-WETH,1.352054769293584e+06,466,632584.6996912673,1.1373497809122692,4.9835845955573e+06,1716,8.680636348143416e+06,-0.4258963979497687,8.342809044399728e+07,9710,6.231028946777902e+08,-0.866108645688224
osETH-WETH,744359.6076947657,20,541393.9906897463,0.3748944770266793,4.936672161264367e+06,58,8.55240379283059e+06,-0.4227737276153005,2.1118692319965594e+07,131,1.0154337245964414e+07,1.079770624947353
ENA-sENA,1.3411171568149717e+06,145,260622.6604075415,4.145819456826343,4.871643738494296e+06,530,1.008223164703703e+07,-0.5168089854465924,4.081508783074278e+07,1918,8.036595125435029e+07,-0.4921345769731878
ENA-_C,221710.05284911246,61,53176.36532684375,3.169334468168171,4.868562666038437e+06,723,2.434435095767406e+07,-0.80001263231445,2.141676187616853e+08,2897,1.8870292382612012e+07,10.349459479442384
DRGN-WETH,32470.854679194428,34,2.009897095513942e+06,-0.9838445188305068,4.780781324933785e+06,151,216625.31694499243,21.069356400054417,1.0718092683877468e+07,657,1.8380483852641173e+07,-0.4168764669197031
_a-_T,1.972470242873496e+06,72,484737.76997073897,3.0691490638176666,4.755601790916433e+06,286,7.522206395871129e+06,-0.3677916371017499,3.482017992451387e+07,843,2.7315093579642892e+07,0.2747596790392946
cbBTC-eBTC,759842.7037974211,9,394617.938704698,0.9255148569564382,4.743621853737471e+06,20,2.5882818251880305e+06,0.8327300402817849,7.48033491650558e+06,36,0,Infinity
SCAM-WETH,1.7601946027573838e+06,389,2.979889892646927e+06,-0.40930884490035047,4.740084495404305e+06,778,0,Infinity,4.7407722456051465e+06,780,35.802284649085074,132414.3553906314
RLP-USR,839508.8936738789,41,340752.5439137431,1.4636907593751938,4.717128828357453e+06,220,1.388483642397209e+07,-0.6602675980961967,4.009283405510907e+07,821,2.457094329676718e+07,0.6317173325773016
GPU-WETH,2.3945673405307014e+06,334,300964.89093724015,6.956301258508049,4.640699553042466e+06,1537,2.8271099494069684e+06,0.6414994945689774,1.75283476213767e+07,5321,1.7052999559729107e+07,0.027874747781624
FRAX-FXS,910451.468434573,43,574896.378700031,0.5836792545002754,4.629408828534265e+06,127,8.777737792916214e+06,-0.47259659176988883,2.7421151767736245e+07,276,4.905987312034959e+07,-0.44106761751158713
MOODENG-WETH,723177.1578501638,241,534273.5604554779,0.35357092578873284,4.571949060492162e+06,1181,3.7844836991932634e+06,0.2080773558271005,2.481552382675332e+07,3184,7.078764372874413e+07,-0.649437069528044
swETH-WETH,1.1743023477929553e+06,166,246132.4779641878,3.7710174516823254,4.567523018972604e+06,1120,6.175888197284506e+06,-0.26042653735524046,2.7436472995837107e+07,3293,4.186199538726025e+07,-0.34459710431799495
ASF-WETH,196531.59993175874,45,194217.5132550415,0.011914922799358683,4.525271041303039e+06,382,2.040731664864428e+06,1.217474800443039,1.5288435387582473e+07,1011,1.4489381763914557e+07,0.05514753056323903
GNOCCHI-WETH,30125.526339118984,77,77885.86077920804,-0.6132093034893811,4.451356826678363e+06,1673,0,Infinity,4.451356826678363e+06,1673,0,Infinity
WETH-WHTS,68926.5336292357,147,30662.52768380786,1.2479077504635776,4.397873503057621e+06,1720,6.079429745800407e+06,-0.27659769304915205,1.047730324885807e+07,3072,0,Infinity
CVX-ETH,687252.0690626418,47,427151.49178509804,0.6089188081506259,4.38523580393146e+06,144,7.815421387517034e+06,-0.4388996336223589,2.7956409455058556e+07,367,4.816874032669743e+07,-0.41961510171434213
GHO-_T,713486.560256548,21,708836.2349369118,0.00656050733643722,4.349180965836382e+06,53,8.501611995363334e+06,-0.4884286687973567,3.2641038187989485e+07,184,2.914357631906795e+07,0.12000798497174237
SUPER-WETH,1.0197164427216485e+06,164,393142.7904267965,1.5937559267324797,4.313549638298821e+06,611,6.823068453484572e+06,-0.3677991555110558,2.507002226542407e+07,2313,2.7931681234825805e+07,-0.10245208461829929
OMIKAMI-WETH,43722.75001426335,36,2359.274557725637,17.532285643097214,4.269905394343578e+06,205,2.7656533791492837e+06,0.5439047519602775,1.2348497724586224e+07,877,5.2406054364286356e+07,-0.7643688716050054
IF-WETH,275.7944650292893,6,10.11345718452442,26.270048213711643,4.255544731859016e+06,1149,0,Infinity,4.255544731859016e+06,1149,0,Infinity
DOGC-WETH,336774.59447063284,123,3.7773158471176666e+06,-0.910842882061977,4.246953929454156e+06,318,440612.1537125495,8.63875801806598,7.766704044211334e+06,1508,2.4250430426525764e+07,-0.6797292292298488
MTT-WETH,798538.1321934584,110,469206.737668836,0.7018897387553351,4.208823925750181e+06,902,3.8864308934970573e+06,0.08295349668832801,1.4230244523452614e+07,1736,1.1150281610686747e+07,0.2762228812063313
GYD-_T,442646.936064974,50,1.3141455653866723e+06,-0.6631675000670644,4.206089354130948e+06,223,6.987276761792229e+06,-0.39803595914066947,2.5157046058187786e+07,560,2.0871687228402063e+07,0.20531923379697992
BITCOIN-WETH,435397.42700625845,191,292109.1090746806,0.49053012549137853,4.179147409790857e+06,991,1.171541338332737e+07,-0.6432778534525847,4.0744477836588345e+07,3966,4.54725006441998e+07,-0.10397542999902153
crv_-WETH,627018.2969547526,104,636530.3353659947,-0.014943574379330724,4.178912722044634e+06,460,5.3315743036192795e+06,-0.21619535167917925,1.3948555591885554e+07,1194,7.168210830278638e+06,0.9458908118280549
CPOOL-WETH,644312.4443757553,209,322196.4869677756,0.9997500607143366,4.1569068436935586e+06,992,3.9878320092336875e+06,0.04239768226655087,1.364245943130887e+07,3134,7.770335515789639e+06,0.7557104713930093
EAI-WETH,40608.75879989012,41,16108.162890976368,1.5210049758460502,4.1477290181295522e+06,602,2.706193429865993e+06,0.5326801744304516,1.2768577915503485e+07,1625,2.091342146210128e+07,-0.3894553342865324
PY_-GHO,410650.78853529034,4,266631.7346618534,0.5401422079636701,4.113108993257434e+06,14,1.3640692041996196e+06,2.0153228154365084,5.477178197457053e+06,14,0,Infinity
ADRIAN-WETH,855986.14685699,598,466406.32382337283,0.8352798903754792,4.099324082799592e+06,1645,1.15156397719948e+06,2.5597883955773355,6.252725646954942e+06,2422,1.2063225398875298e+07,-0.4816704952277599
_T-_C,283534.3832364566,5,446517.3623971159,-0.365009275979079,4.0198017528721136e+06,35,2.589256717073432e+06,0.5524925459749654,9.80323982425777e+06,42,1.7479689099570801e+06,4.608360519695101
SHIB-WETH,493052.07495122176,563,314899.8037565674,0.5657427190153937,4.000582592251648e+06,2701,7.236730139836171e+06,-0.44718367067060266,2.8155741583015136e+07,9531,3.3233622361463763e+07,-0.15279347894187761
Circumcisions-WETH,3.978326098716471e+06,908,0,Infinity,3.978326098716471e+06,908,0,Infinity,3.978326098716471e+06,908,0,Infinity
tETH-weETH,469089.3527033343,10,358730.5300860741,0.3076371074153645,3.962975366613322e+06,78,5.980363115327923e+06,-0.33733532727200977,1.4895046291766657e+07,140,2.774207047140042e+06,4.3691184683284945
CPOOL-_C,434694.52328070183,65,245355.78598690138,0.7716905331260806,3.9360400720528415e+06,369,4.771074839392499e+06,-0.17502026177522348,1.7851002424072605e+07,1210,2.5085558352643996e+07,-0.28839525223519197
DEVVE-WETH,577905.6117950372,149,382121.76784350176,0.5123598298428234,3.9268197500269213e+06,641,3.933515133601265e+06,-0.0017021374894810443,2.1662030740341272e+07,2114,1.6645295323215002e+07,0.3013905923392952
DOLA-s_S,251915.75808883278,9,651579.7806888674,-0.6133769561994377,3.8414989781598174e+06,41,7.157941559533528e+06,-0.46332350631678504,1.779267745648826e+07,93,1.4215200881099153e+07,0.2516655659889969
msETH-WETH,746258.7475525137,12,635330.8498905735,0.17459863263533623,3.811756069034803e+06,26,3.5201290659720297e+06,0.08284554276200812,1.019587053308899e+07,45,2.7331081459781922e+07,-0.6269496123637713
ETH-VEE,800250.7094841264,563,964052.9856862759,-0.16991003464974935,3.780514806711952e+06,1439,33645.84899907521,111.36199766621621,3.817669661139151e+06,1453,0,Infinity
SERV-WETH,726140.1244706232,124,230669.93023058196,2.147961781341677,3.703455400192678e+06,632,5.4186680098668905e+06,-0.3165376816868961,2.3599818923909098e+07,2671,3.500674729479268e+07,-0.32584942196501604
1INCH-_C,815333.2769137275,47,615924.5326578045,0.32375515778766767,3.687406749552251e+06,166,1.056735448920501e+07,-0.6510567755326946,2.9934025399312086e+07,516,3.1752372418759603e+07,-0.05726649320770816
FLOKI-WETH,534092.2608295406,111,454265.78003660694,0.17572637935989985,3.66622923153705e+06,634,7.679614144880514e+06,-0.5226024169481118,2.595772931342793e+07,2545,1.7421640571529564e+07,0.4899704311342548
FATAL-WETH,1.6528367211527522e+06,996,353914.5551476718,3.6701575199785204,3.6637085760490275e+06,1787,1.7007605234577518e+06,1.1541589927078506,1.3744624728370612e+07,3932,0,Infinity
WETH-wNXM,109604.21646016708,25,1.1532525664003796e+06,-0.9049607868619168,3.6363293567710286e+06,85,3.488848525318014e+06,0.04227206494715087,1.8542208550781928e+07,189,9.955299961889282e+06,0.8625464447846786
e_-_C,577104.9943378553,28,400336.7295017576,0.4415489556906159,3.6255124230596004e+06,74,7.652975219477549e+06,-0.5262610528474826,1.9512416082967456e+07,145,1.2976434734640898e+07,0.5036808246627713
ms_-_C,617814.3913504558,9,475267.44765554124,0.2999299539618966,3.608538760476595e+06,17,3.387142826517664e+06,0.06536362512547161,9.391664421309909e+06,23,2.1476956201355893e+07,-0.5627097092689052
TRUMP-WETH,2.6261152453487054e+06,691,210829.37160573632,11.45611664706614,3.5742754612821206e+06,1909,3.6425373118804945e+06,-0.018740192550871382,1.3704288350309834e+08,33043,4.400197876145957e+07,2.1144709251832876
osETH-rETH,199615.86671180336,5,497131.26318276353,-0.598464467042747,3.551805394240703e+06,27,6.667485398139548e+06,-0.46729461226390145,1.5212476084153287e+07,52,7.035057861717484e+06,1.1623810895621307
PAXG-_C,315680.2814667057,58,210378.45031706447,0.5005352543995799,3.5140890305819665e+06,284,5.436965147391489e+06,-0.3536671773097657,1.3518216808592878e+07,564,6.272636936607607e+06,1.1551090785598466
TBTC-WBTC,6.552544181902e-08,1,2.5729011777026244e+06,-0.9999999999999745,3.48500126570196e+06,17,2.533073343285693e+06,0.37579958943530034,1.8724318752317563e+07,46,1.2565270992337384e+06,13.901643397692036
GHO-PY_,182430.55148945385,1,424717.909290283,-0.570466543795384,3.476163885887761e+06,4,740831.3148467287,3.692247501183111,4.21699520073449e+06,5,0,Infinity
GHO-USR,454076.68776629766,34,846402.8737973132,-0.4635218028867011,3.4521146445045895e+06,129,1414.627250793764,2439.2998334491062,3.4539359609490046e+06,178,0,Infinity
TKX-WETH,998603.9683177051,83,787324.984739924,0.2683504114220034,3.4040522914528744e+06,205,2.035622855893868e+06,0.6722411430962792,1.0491108534987938e+07,486,1.1707034971037876e+07,-0.10386288578261088
WETH-XMW,406004.7268524571,170,737755.7184025707,-0.4496759337473373,3.3877451731412257e+06,852,3.7971021100638555e+06,-0.10780772416882561,2.0814724054826424e+07,3444,2.3655025238284755e+07,-0.12007178833448941
_OGE-WETH,0,0,0,NaN,3.3496320378722493e+06,530,0,Infinity,3.3496320378722493e+06,530,0,Infinity
SEN-WETH,471780.6413503059,193,377369.68871464697,0.2501816003220359,3.335298359910921e+06,894,5.089925321930818e+06,-0.3447254824073322,3.445135968262205e+07,4652,9.90588282785446e+07,-0.6522131315166791
tETH-wstETH,173147.78240318317,43,65162.55214996876,1.6571669876387152,3.26283028553255e+06,202,7.180892863192234e+06,-0.5456233162512226,1.7950291734339625e+07,639,1.0912929091137312e+07,0.644864690719703
0x0-WETH,466601.0362975382,422,704580.5747553443,-0.3377605727214963,3.2381155397437396e+06,1562,3.20745820941529e+06,0.009558138665207534,2.0013062517809365e+07,6565,2.312446593942262e+07,-0.13455028236171843
LQTY-WETH,717404.8942774644,102,362515.41738796834,0.9789638174469393,3.2363767308669263e+06,322,6.205951931698411e+06,-0.4785043831331751,2.3718866237486064e+07,705,1.944236652399482e+07,0.2199577766530324
LINK-_C,701439.9688017945,198,521428.32762398745,0.34522796641692444,3.2278871079514455e+06,626,6.163618725339567e+06,-0.4763000030029252,3.0501749151570395e+07,1907,2.576427555195293e+07,0.1838776172869478
ATH-WETH,348794.93467932986,169,143008.47242264453,1.438980913302171,3.1849713554975833e+06,781,3.74391577559417e+06,-0.1492940689906094,1.7741665805162895e+07,3610,2.8044716665602017e+07,-0.3673793885418793
ANGLE-WETH,3.126814173295298e+06,9,9317.463147313962,334.5864277495636,3.1705984168536183e+06,61,60052.17197510844,51.797397872100746,3.2914676737640915e+06,142,151591.02270938247,20.712813957817385
ECLIPSE-WETH,0,0,0,NaN,3.16269694593675e+06,259,0,Infinity,3.162713649836778e+06,261,2.7658051245892774e+06,0.1435056004918068
MOVE-WETH,909333.8674318154,177,1.111484940900381e+06,-0.18187477493380072,3.1214255272379913e+06,560,5.540463671162909e+06,-0.43661294207478785,2.391299715629964e+07,2302,2.070960513859938e+07,0.154681462841107
LINK-UNI,975813.1583238442,82,778781.4870790519,0.2529999422351345,3.115536351556064e+06,171,4.545947487805244e+06,-0.31465632634040247,2.337226520019789e+07,321,2.3951351099421963e+07,-0.024177588012479524
WETH-ZRC,2.726938961062575e+06,48,52630.541530987626,50.812861538903555,3.110012510905387e+06,163,2.164538574733753e+06,0.43680161084120694,1.8571850555665117e+07,458,2.312413273538815e+07,-0.19686282862217017
WETH-YE,801.9703242880747,3,711.7111460563582,0.12681995881594524,3.099467763150754e+06,847,10077.172827159871,306.57314738089104,3.109545266641913e+06,869,2710.143132383889,1146.3730776376754
GYD-sDAI,28454.554833174207,17,480557.8836175837,-0.9407884964471467,3.090003480054617e+06,111,2.032207914988391e+06,0.5205154242656654,1.3905553911451034e+07,264,1.2714090714067288e+07,0.09371202582859288
DOLA-scrv_,110875.89808583274,4,375367.340435728,-0.7046202848731391,3.0724919112963243e+06,37,7.545999356911074e+06,-0.5928316759684913,1.4259183737449031e+07,83,1.9169508719113793e+07,-0.25615288600321345
stETH-WETH,549132.4745049982,108,210102.34986008116,1.613642707331432,3.03094787375191e+06,638,9.11104107856113e+06,-0.6673324324171991,2.4176892507843617e+07,1907,1.5767286385185739e+07,0.5333578598888887
ONDO-_C,564554.6776082122,62,181210.3601763385,2.1154657882630756,2.966629632962256e+06,390,1.9310673958350983e+06,0.5362641611373302,2.2478344175436843e+07,992,4.623532271239334e+06,3.861725377210689
RLB-WETH,429266.8012689495,89,430163.28227459604,-0.00208404818027739,2.9352228126654616e+06,371,4.799726576770071e+06,-0.3884604121260818,1.4601856210833693e+07,1477,2.4675908954998873e+07,-0.40825457585117114
RAD-_C,308717.7783649359,95,326418.09220161935,-0.054225896969431676,2.906849945035922e+06,229,7.610869759612725e+06,-0.6180659981253134,1.466294701275918e+07,330,1.0657404070688706e+07,0.3758460236191108
S_E-_T,2.89554055617379e+06,4,260.158459656441,11128.911208720912,2.895800714633446e+06,5,920517.6011442202,2.145839591805646,3.816318315777666e+06,9,1.0135206426008321e+07,-0.6234592414433244
OHM-WETH,238637.89865685106,68,242543.15613670784,-0.016101289115144555,2.7958482900850694e+06,318,3.7616723632073808e+06,-0.2567539062064416,1.2545139414331753e+07,777,1.2270286062848806e+07,0.02239991391196086
EMP-WETH,483044.08329636225,125,314555.6095908564,0.5356397042947648,2.7736787930553593e+06,601,6.36135785946977e+06,-0.563980072442183,3.600971019825347e+07,2720,4.717819181001732e+07,-0.23672975125325707
crv_-s_e,391046.1228150402,26,154518.7106986631,1.5307363816777142,2.7615131862397417e+06,98,9.894467102546886e+06,-0.7209032929596669,3.366150785395284e+07,404,4.033746087904982e+07,-0.16550255964584748
crv_-DOLA,402726.5063875356,21,198193.13096920648,1.0319902330525659,2.737360074513958e+06,89,5.04024008641675e+06,-0.45689887235906956,1.4305734981445625e+07,174,1.4658920562766343e+07,-0.024093559945867316
BITPLUS-WETH,2108.311042410014,16,6908.900579749312,-0.6948413111357128,2.6890598264029697e+06,932,0,Infinity,2.6890598264029697e+06,932,0,Infinity
MOCA-_T,388787.5324488012,85,197170.77262655355,0.9718314599556531,2.6833158261738066e+06,322,5.230940997018243e+06,-0.48702999561582544,1.5490816977893637e+07,776,7.12208184295358e+07,-0.7824959426263841
ETH-ONDO,350908.9170459119,162,237957.24425372382,0.4746721334180204,2.6659425419298774e+06,1339,58278.50651164632,44.74486721613427,2.7285035963209257e+06,1510,27759.54335359774,97.29065131099506
PEPE-stETH,0,0,0,NaN,2.631923648853914e+06,11,0,Infinity,2.631923648853914e+06,11,15450.525,169.34525680220665
SYN-WETH,659444.1241143666,109,623590.6631197969,0.057495185728401385,2.626124998324632e+06,291,1.4491786571536623e+06,0.8121471671978767,8.031372091385175e+06,538,1.6618241260750605e+07,-0.5167134737444281
basedAI-WETH,320829.00636807934,134,238931.20726398806,0.34276727616248476,2.6204938212234136e+06,919,5.280576325108165e+06,-0.5037485191221553,2.676951509812984e+07,4024,4.290293910140084e+07,-0.3760447265661625
EUROC-_C,427664.6562504194,36,289776.2844886632,0.47584422584847774,2.617278477507516e+06,175,4.267431005758662e+06,-0.38668522725367005,1.1582128502055999e+07,421,9.711845933422457e+06,0.19257745452871422
COCAINE-WETH,2083.053998477634,29,2.552615930863965e+06,-0.9991839532248893,2.5561075218133563e+06,597,7557.148037839264,337.23705834723825,2.5698472019435973e+06,635,55566.192472504306,45.248394708981166
GrokAI-WETH,29.71489381159577,1,2.5223164895899417e+06,-0.9999882192048721,2.5545099888038007e+06,275,0,Infinity,2.5545099888038007e+06,275,0,Infinity
_C-GHO,198186.5975967007,1,535106.3803226505,-0.6296314062314093,2.5477705503099705e+06,11,0,Infinity,2.5477705503099705e+06,11,0,Infinity
OLAS-WETH,1.4511274203954048e+06,229,236278.82126012383,5.141589045756374,2.5395230409169206e+06,443,3.5475044129481656e+06,-0.2841381587439827,1.265554952743041e+07,1676,3.2441560252424266e+07,-0.609897013924147
DEEPSEEKAI-WETH,0,0,0,NaN,2.538407567853029e+06,247,0,Infinity,2.538407567853029e+06,247,0,Infinity
GEO-WETH,0,0,0,NaN,2.5058213445632057e+06,7,69.53766632810267,36034.45354455637,2.5065897356085293e+06,20,2056.3788329059257,1217.9338343200109
TTC-WETH,0,0,13.83015585702434,-1,2.4900355597065277e+06,199,174.75418180508325,14247.789551049802,2.4911930744268554e+06,207,3999.759204997644,621.835762541441
S_E-_C,2.4850794414954283e+06,8,0,Infinity,2.4850794414954283e+06,8,177620.19799842584,12.990973264861761,3.91257539228371e+06,19,199358.66831736153,18.625810230911217
GALA-WETH,435816.6016494548,268,384691.00393661886,0.13290042446965908,2.4617699538646988e+06,966,4.684418716064144e+06,-0.47447696222743263,1.640917840012049e+07,3422,2.060899664870618e+07,-0.20378567283863147
PHOTON-WETH,0,0,0,NaN,2.4589692237409046e+06,343,0,Infinity,2.4589692237409046e+06,343,0,Infinity
AMPL-WETH,161493.44092552806,47,325791.36718889786,-0.5043041124171588,2.452055393124013e+06,221,5.048946533184645e+06,-0.5143431650528157,1.8770636914801285e+07,646,2.496414647251718e+07,-0.24809618724735008
IXS-WETH,333249.021238589,99,268377.8369822853,0.24171587708483405,2.441884313047574e+06,514,3.0011057717497894e+06,-0.186338470295288,1.4890428049886819e+07,1836,9.204775703983184e+06,0.617685050537764
BUSINESS-WETH,300446.9780282137,119,280470.87544653146,0.07122344717567825,2.4369803544504712e+06,404,3.566305181532483e+06,-0.3166652234166701,1.3710277917554777e+07,1190,5.560292046685619e+06,1.465747806489266
aEth_T-WETH,1.1988737700808542e+06,6,660063.649192282,0.8163002485410499,2.408533649244161e+06,11,5.991978366568897e+07,-0.9598040329604307,3.3173467158651817e+08,55,3.1800014589208746e+08,0.04319031255756557
KEEP-WETH,6524.682747145923,12,175756.53028607773,-0.9628765842354436,2.4024225061942567e+06,379,18021.437204996306,132.30915169896682,2.4480227290530545e+06,498,86261.4038203643,27.379119984540914
MEGA-WETH,39220.17882075804,90,712324.125394248,-0.9449405440268488,2.4003871631972967e+06,823,4.970504361383514e+06,-0.517073723574973,2.57459706874872e+07,6139,1.2437252728290468e+07,1.0700689493045341
DSC-WETH,1.595913633531259e+06,846,35270.89744833729,44.24732141757545,2.3735028505383856e+06,1349,47.3522326211598,50123.41270779201,2.373550202771007e+06,1352,0,Infinity
TITANX-WETH,378206.41541467805,273,298807.50130828406,0.26571928000052775,2.3531098453047234e+06,1056,2.09495099108039e+06,0.12322906613256754,2.8217156971845664e+07,2973,3.388156193352394e+07,-0.16718252165564002
PEPE-_C,551268.5558320673,84,106330.40186079351,4.184486714851143,2.346880087846718e+06,303,5.878409694174692e+06,-0.6007627555846613,2.129964078726778e+07,1121,1.8977884472296886e+07,0.12234010162513621
FET-WETH,426738.09497718135,198,483320.70832802786,-0.117070533862671,2.3458770983616575e+06,812,5.533666093360912e+06,-0.5760718014453106,2.2831449734592807e+07,2963,3.418532007220264e+07,-0.33212707424208343
_N-_T,9984.887673987176,9,735338.1362222804,-0.9864213656518843,2.3451282859313316e+06,72,1.833240621926592e+06,0.2792255734911579,5.188074679339477e+06,187,95.46632342941437,54343.55306300154
